workerid,condition,firstPerson,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,spinnerID.1,spinnerID.2,spinnerID.3,spinnerID.4,spinnerID.5,spinnerID.6,spinnerID.7,spinnerID.8,spinnerID.9,spinnerID.10,payoff1.1,payoff1.2,payoff1.3,payoff1.4,payoff1.5,payoff1.6,payoff1.7,payoff1.8,payoff1.9,payoff1.10,payoff2.1,payoff2.2,payoff2.3,payoff2.4,payoff2.5,payoff2.6,payoff2.7,payoff2.8,payoff2.9,payoff2.10,payoff3.1,payoff3.2,payoff3.3,payoff3.4,payoff3.5,payoff3.6,payoff3.7,payoff3.8,payoff3.9,payoff3.10,prob1.1,prob1.2,prob1.3,prob1.4,prob1.5,prob1.6,prob1.7,prob1.8,prob1.9,prob1.10,prob2.1,prob2.2,prob2.3,prob2.4,prob2.5,prob2.6,prob2.7,prob2.8,prob2.9,prob2.10,prob3.1,prob3.2,prob3.3,prob3.4,prob3.5,prob3.6,prob3.7,prob3.8,prob3.9,prob3.10,win.1,win.2,win.3,win.4,win.5,win.6,win.7,win.8,win.9,win.10,winProb.1,winProb.2,winProb.3,winProb.4,winProb.5,winProb.6,winProb.7,winProb.8,winProb.9,winProb.10,angleProp.1,angleProp.2,angleProp.3,angleProp.4,angleProp.5,angleProp.6,angleProp.7,angleProp.8,angleProp.9,angleProp.10,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,happy.1,happy.2,happy.3,happy.4,happy.5,happy.6,happy.7,happy.8,happy.9,happy.10,sad.1,sad.2,sad.3,sad.4,sad.5,sad.6,sad.7,sad.8,sad.9,sad.10,anger.1,anger.2,anger.3,anger.4,anger.5,anger.6,anger.7,anger.8,anger.9,anger.10,surprise.1,surprise.2,surprise.3,surprise.4,surprise.5,surprise.6,surprise.7,surprise.8,surprise.9,surprise.10,disgust.1,disgust.2,disgust.3,disgust.4,disgust.5,disgust.6,disgust.7,disgust.8,disgust.9,disgust.10,fear.1,fear.2,fear.3,fear.4,fear.5,fear.6,fear.7,fear.8,fear.9,fear.10,content.1,content.2,content.3,content.4,content.5,content.6,content.7,content.8,content.9,content.10,disapp.1,disapp.2,disapp.3,disapp.4,disapp.5,disapp.6,disapp.7,disapp.8,disapp.9,disapp.10,socCompArray.1,socCompArray.2,socCompArray.3,socCompArray.4,socCompArray.5,socCompArray.6,socCompArray.7,socCompArray.8,socCompArray.9,socCompArray.10,RSEArray.1,RSEArray.2,RSEArray.3,RSEArray.4,RSEArray.5,RSEArray.6,RSEArray.7,RSEArray.8,RSEArray.9,RSEArray.10,LOTRArray.1,LOTRArray.2,LOTRArray.3,LOTRArray.4,LOTRArray.5,LOTRArray.6,LOTRArray.7,LOTRArray.8,LOTRArray.9,LOTRArray.10,PHQArray.1,PHQArray.2,socComp,RSE,LOTR,SINS,PHQ,gender,age,nativeLanguage,browser,browserOS
51,1,1,1,2,3,4,5,6,7,8,9,10,25,50,23,37,9,21,10,45,36,19,15,50,20,20,15,25,20,10,30,25,50,75,60,50,70,45,45,50,50,45,75,90,90,90,80,80,70,75,90,80,0.21,0.32,0.34,0.28,0.45,0.3,0.43,0.6,0.39,0.31,0.36,0.5,0.22,0.19,0.29,0.3,0.39,0.24,0.25,0.32,0.43,0.18,0.44,0.53,0.26,0.4,0.18,0.16,0.36,0.37,15,75,60,20,80,80,20,75,90,25,0.21,0.5,0.22,0.28,0.26,0.4,0.43,0.16,0.36,0.31,0.731,0.354,0.409,0.24,0.933,0.803,0.303,0.75,0.701,0.232,19725,15258,14343,15843,16715,15212,11481,12906,14077,15867,8,9,7,6,8,8,7,9,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,8,7,5,5,8,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,7,6,8,8,7,8,9,7,1,1,1,1,1,1,1,1,1,1,7,5,3,8,8,7,4,8,1,8,3,3,0,3,0,3,3,0,0,0,5,5,2,6,6,7,1,6,1,7,0,0,69,30,38,1,0,M,35,English,Safari,Mac
52,1,0,1,2,3,4,5,6,7,8,9,10,28,33,13,45,32,42,34,40,18,3,40,45,30,10,45,0,30,0,25,0,65,60,50,50,60,40,50,40,60,30,100,90,95,75,90,95,90,95,100,60,0.36,0.5,0.31,0.6,0.52,0.26,0.43,0.27,0.43,0.41,0.4,0.3,0.25,0.24,0.29,0.42,0.23,0.38,0.35,0.37,0.24,0.2,0.44,0.16,0.19,0.32,0.34,0.35,0.22,0.22,40,90,30,75,60,95,30,0,100,60,0.36,0.2,0.31,0.16,0.29,0.32,0.43,0.27,0.22,0.22,0.865,0.937,0.981,0.49,0.009,0.476,0.722,0.171,0.238,0.283,20180,45878,11982,37631,14714,12147,9281,13899,18231,19434,8,9,9,9,9,9,9,1,9,9,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,9,7,9,9,7,5,6,9,7,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,8,7,7,5,7,8,1,1,1,1,1,1,1,8,1,1,6,1,3,6,8,2,1,9,1,7,3,3,0,3,0,3,3,0,0,0,6,5,1,6,6,4,2,4,1,4,0,0,78,30,36,1,0,F,32,English,Chrome,Windows
53,1,0,1,2,3,4,5,6,7,8,9,10,36,11,4,42,6,29,14,34,50,28,30,20,10,0,10,40,30,30,50,40,50,45,35,40,35,65,50,50,75,65,90,70,75,95,75,100,95,90,90,100,0.39,0.41,0.5,0.26,0.5,0.38,0.33,0.43,0.32,0.36,0.25,0.35,0.31,0.42,0.32,0.34,0.29,0.23,0.5,0.4,0.36,0.24,0.19,0.32,0.18,0.28,0.38,0.34,0.18,0.24,90,45,10,95,75,65,50,30,75,40,0.36,0.35,0.5,0.32,0.18,0.34,0.29,0.43,0.5,0.36,0.986,0.894,0.489,0.72,0.204,0.867,0.707,0.292,0.347,0.733,17334,17073,33197,17063,13973,41646,50042,22790,16832,73904,7,7,6,9,8,6,8,6,7,5,3,3,3,2,2,3,2,2,2,2,3,3,4,4,1,2,2,2,1,2,6,4,2,7,6,6,6,4,5,2,2,4,5,4,2,2,3,2,3,3,2,3,3,4,1,2,2,3,2,4,5,4,4,3,2,2,2,3,2,2,2,1,4,3,2,1,2,6,2,3,6,5,6,6,6,7,5,6,6,6,2,2,1,2,1,1,1,2,1,2,5,4,4,3,3,3,4,2,4,3,0,0,51,16,23,3,0,F,57,English,Chrome,Windows
54,1,1,1,2,3,4,5,6,7,8,9,10,26,8,31,20,7,12,30,46,6,14,15,15,45,25,15,20,40,55,10,30,50,70,60,45,70,45,65,70,35,50,75,80,90,80,80,70,100,85,75,95,0.24,0.49,0.54,0.26,0.47,0.4,0.37,0.26,0.5,0.33,0.4,0.27,0.3,0.32,0.28,0.34,0.32,0.53,0.32,0.29,0.36,0.24,0.16,0.42,0.25,0.26,0.31,0.21,0.18,0.38,50,70,45,45,15,70,100,55,75,50,0.4,0.27,0.54,0.32,0.47,0.26,0.31,0.26,0.18,0.29,0.287,0.431,0.214,0.117,0.09,0.455,0.297,0.978,0.049,0.032,24043,16959,19439,16358,26475,23461,16810,18407,18375,13208,9,9,8,7,5,9,9,7,9,8,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,3,3,1,7,7,3,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,8,6,9,9,7,9,7,1,1,1,1,5,1,1,4,1,1,6,3,2,8,8,7,4,9,1,8,3,3,0,3,0,3,3,0,0,0,6,6,2,6,4,5,2,7,2,6,0,0,72,30,36,3,0,F,56,english,Chrome,Windows
55,1,1,1,2,3,4,5,6,7,8,9,10,33,16,32,2,40,48,29,37,1,7,45,25,45,0,0,55,40,20,0,15,60,60,60,30,40,70,65,50,30,70,90,100,90,60,95,85,100,90,60,80,0.5,0.45,0.52,0.42,0.27,0.25,0.38,0.28,0.38,0.47,0.3,0.37,0.29,0.31,0.38,0.52,0.34,0.19,0.36,0.28,0.2,0.18,0.19,0.27,0.35,0.23,0.28,0.53,0.26,0.25,90,25,60,30,0,85,65,20,0,15,0.2,0.45,0.29,0.31,0.27,0.23,0.34,0.28,0.38,0.47,0.443,0.047,0.093,0.476,0.89,0.307,0.408,0.304,0.376,0.342,19742,17388,19978,17939,25476,19906,23622,19529,27474,23282,9,5,6,7,2,8,5,5,2,3,1,3,1,2,8,2,4,4,8,7,1,3,1,2,5,2,3,4,4,4,6,7,5,6,7,6,5,5,6,5,1,2,1,2,4,2,3,3,5,4,1,3,1,2,4,2,3,4,4,4,9,6,7,7,1,9,6,3,1,3,1,3,3,1,9,1,3,6,9,8,7,4,5,6,7,3,4,6,3,6,2,3,1,2,1,3,3,2,1,1,4,6,2,5,5,6,2,4,3,6,0,0,63,22,32,3,0,M,31,English,Chrome,Windows
56,1,1,1,2,3,4,5,6,7,8,9,10,7,24,49,3,25,8,4,23,5,20,15,20,50,0,15,15,10,20,10,25,70,60,75,30,50,70,35,60,35,45,80,90,90,60,75,80,75,90,75,80,0.47,0.33,0.3,0.41,0.21,0.49,0.5,0.34,0.515,0.26,0.28,0.2,0.52,0.37,0.36,0.27,0.31,0.22,0.3,0.32,0.25,0.47,0.18,0.22,0.43,0.24,0.19,0.44,0.185,0.42,15,90,50,60,15,70,10,60,35,45,0.47,0.47,0.3,0.22,0.21,0.27,0.5,0.22,0.3,0.32,0.288,0.73,0.318,0.393,0.565,0.707,0.727,0.832,0.9,0.853,35568,31252,24755,24501,20317,26023,26691,22213,24284,18617,6,9,9,9,6,9,7,7,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,6,7,1,7,6,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,8,7,6,7,6,6,6,6,1,1,1,1,1,1,1,1,1,1,9,3,4,6,6,1,1,7,1,9,3,3,3,3,3,3,3,0,0,0,1,6,1,4,5,4,1,6,1,5,1,1,77,24,31,4,2,F,52,English,Firefox,Windows
57,1,0,1,2,3,4,5,6,7,8,9,10,17,15,40,29,48,43,10,7,37,9,25,30,0,40,55,10,20,15,20,15,60,50,40,65,70,50,45,70,50,70,100,95,95,100,85,75,70,80,90,80,0.42,0.3,0.27,0.38,0.25,0.55,0.43,0.47,0.28,0.45,0.38,0.3,0.38,0.34,0.52,0.28,0.39,0.28,0.19,0.29,0.2,0.4,0.35,0.28,0.23,0.17,0.18,0.25,0.53,0.26,60,95,0,65,85,10,20,15,20,80,0.38,0.4,0.27,0.34,0.23,0.55,0.43,0.47,0.28,0.26,0.587,0.7,0.974,0.418,0.324,0.425,0.921,0.937,0.247,0.452,15996,11222,18863,16091,16232,19504,14706,13287,14980,15224,7,9,1,7,9,6,6,5,6,9,2,1,8,3,1,5,4,4,6,1,2,1,4,2,1,3,1,1,2,1,7,8,6,7,9,3,3,4,6,8,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,4,6,8,6,5,5,5,9,2,1,8,3,1,6,6,7,7,1,4,2,4,7,5,3,2,7,4,5,3,3,2,3,2,3,0,1,1,0,5,2,5,5,7,6,6,2,2,7,2,2,63,21,28,2,4,F,28,english,Firefox,Linux
58,1,0,1,2,3,4,5,6,7,8,9,10,5,30,4,20,2,45,44,34,31,33,10,40,10,25,0,10,10,30,45,45,35,65,35,45,30,50,50,50,60,60,75,100,75,80,60,75,75,90,90,90,0.515,0.37,0.5,0.26,0.42,0.6,0.58,0.43,0.54,0.5,0.3,0.32,0.31,0.32,0.31,0.24,0.24,0.23,0.3,0.3,0.185,0.31,0.19,0.42,0.27,0.16,0.18,0.34,0.16,0.2,35,100,10,45,30,75,50,30,45,90,0.3,0.31,0.5,0.32,0.31,0.16,0.24,0.43,0.54,0.2,0.807,0.421,0.139,0.446,0.598,0.415,0.416,0.277,0.627,0.827,42778,21252,36129,38426,29784,22195,25934,31716,26138,22685,7,9,2,7,5,9,8,5,7,9,1,1,8,3,6,1,1,8,3,1,1,1,1,1,1,1,1,1,1,1,6,9,8,7,4,9,8,6,8,9,5,1,9,2,6,1,1,8,5,1,1,1,1,1,1,1,1,1,1,1,5,9,1,7,7,9,8,2,5,9,6,1,9,5,3,1,2,9,8,1,9,1,1,6,8,1,1,7,1,9,3,3,0,3,0,3,3,0,0,0,6,6,1,5,6,6,1,6,3,6,0,0,84,30,36,1,0,F,75,English,Chrome,Windows
59,1,1,1,2,3,4,5,6,7,8,9,10,19,45,23,32,25,12,24,21,15,8,25,10,20,45,15,20,20,25,30,15,45,50,60,60,50,45,60,45,50,70,80,75,90,90,75,70,90,80,95,80,0.31,0.6,0.34,0.52,0.21,0.4,0.33,0.3,0.3,0.49,0.32,0.24,0.22,0.29,0.36,0.34,0.2,0.3,0.3,0.27,0.37,0.16,0.44,0.19,0.43,0.26,0.47,0.4,0.4,0.24,25,75,60,60,15,70,90,80,95,70,0.31,0.16,0.22,0.29,0.21,0.26,0.47,0.4,0.4,0.27,0.341,0.386,0.979,0.917,0.526,0.741,0.483,0.509,0.561,0.076,29809,20098,33326,30743,25967,23344,17406,13735,20831,20244,5,7,4,6,4,8,8,8,8,8,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,7,6,8,6,6,7,5,3,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,4,6,4,7,8,8,8,8,6,1,8,1,8,1,1,1,1,1,7,4,6,8,5,2,2,8,2,8,3,3,0,3,0,3,3,0,0,0,3,6,5,3,6,3,4,6,5,5,0,0,70,30,21,2,0,M,42,English,Chrome,Windows
60,1,0,1,2,3,4,5,6,7,8,9,10,9,42,38,16,24,17,11,32,41,18,15,0,20,25,20,25,20,45,0,25,70,40,50,60,60,60,45,60,40,60,80,95,90,100,90,100,70,90,95,100,0.45,0.26,0.3,0.45,0.33,0.42,0.41,0.52,0.27,0.43,0.29,0.42,0.18,0.37,0.2,0.38,0.35,0.29,0.4,0.35,0.26,0.32,0.52,0.18,0.47,0.2,0.24,0.19,0.33,0.22,80,95,50,25,90,60,45,60,40,100,0.26,0.32,0.18,0.45,0.47,0.38,0.35,0.29,0.4,0.22,0.658,0.863,0.27,0.53,0.895,0.984,0.242,0.334,0.538,0.696,16575,15668,15443,18651,17090,13239,16871,12555,32845,19333,3,9,5,1,8,5,5,5,5,1,6,1,5,7,1,5,5,5,5,6,3,1,5,6,1,5,5,5,4,5,3,6,5,1,6,5,5,5,5,1,3,1,5,5,1,5,5,5,3,6,3,1,2,1,1,5,1,1,1,1,3,7,5,1,7,5,5,5,5,1,7,1,5,7,1,5,5,5,5,7,8,1,2,8,8,3,3,7,1,7,3,3,0,3,0,2,2,0,0,0,4,4,2,4,4,5,4,6,4,6,0,0,78,28,28,2,0,F,31,english,Chrome,Windows
61,1,1,1,2,3,4,5,6,7,8,9,10,10,43,50,36,28,1,37,5,35,38,20,10,50,30,40,0,20,10,30,20,45,50,75,50,65,30,50,35,50,50,70,75,90,90,100,60,90,75,90,90,0.43,0.55,0.32,0.39,0.36,0.38,0.28,0.515,0.41,0.3,0.39,0.28,0.5,0.25,0.4,0.36,0.19,0.3,0.24,0.18,0.18,0.17,0.18,0.36,0.24,0.26,0.53,0.185,0.35,0.52,20,10,75,90,40,0,20,35,50,50,0.43,0.55,0.5,0.36,0.36,0.38,0.28,0.3,0.24,0.18,0.291,0.182,1,0.799,0.178,0.175,0.878,0.284,0.752,0.892,37317,26278,25637,14219,30298,22038,27351,31235,24857,28749,6,3,8,9,3,1,1,5,7,5,2,6,1,1,7,9,8,5,2,5,1,4,1,1,3,5,5,2,1,2,1,1,7,9,5,9,9,5,7,6,1,3,1,1,6,6,6,1,1,2,1,1,1,1,1,1,1,1,1,1,5,2,8,9,2,1,2,5,7,4,5,7,1,1,8,9,8,5,2,7,8,2,2,8,6,3,3,7,2,8,2,2,2,2,1,1,1,2,2,1,4,2,5,4,3,3,5,4,5,2,0,1,75,15,19,7,1,F,44,English,Firefox,Windows
62,1,0,1,2,3,4,5,6,7,8,9,10,27,4,29,35,23,49,5,28,48,15,15,10,40,30,20,50,10,40,55,30,50,35,65,50,60,75,35,65,70,50,75,75,100,90,90,90,75,100,85,95,0.25,0.5,0.38,0.41,0.34,0.3,0.515,0.36,0.25,0.3,0.38,0.31,0.34,0.24,0.22,0.52,0.3,0.4,0.52,0.3,0.37,0.19,0.28,0.35,0.44,0.18,0.185,0.24,0.23,0.4,75,10,65,50,60,50,35,40,85,95,0.37,0.5,0.34,0.24,0.22,0.3,0.3,0.36,0.23,0.4,0.035,0.267,0.047,0.053,0.388,0.228,0.68,0.547,0.989,0.401,13393,13473,14339,14294,17133,16035,23374,15398,14544,14469,9,1,5,5,5,1,5,1,9,9,1,9,5,5,5,9,4,9,1,1,1,9,1,1,5,9,3,9,1,1,9,1,1,1,9,9,6,1,9,9,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,5,5,5,1,3,1,9,9,1,9,5,5,5,9,5,9,1,1,5,3,7,6,2,5,3,9,1,9,3,3,0,3,0,2,2,3,0,0,1,1,7,1,4,5,7,1,7,1,3,3,62,25,6,1,6,F,38,english,Chrome,Windows
63,1,1,1,2,3,4,5,6,7,8,9,10,36,22,7,10,46,15,41,11,14,43,30,20,15,20,55,30,0,20,30,10,50,60,70,45,70,50,40,45,50,50,90,90,80,70,85,95,95,70,95,75,0.39,0.32,0.47,0.43,0.26,0.3,0.27,0.41,0.33,0.55,0.25,0.16,0.28,0.39,0.53,0.3,0.4,0.35,0.29,0.28,0.36,0.52,0.25,0.18,0.21,0.4,0.33,0.24,0.38,0.17,90,20,15,20,55,95,40,45,50,10,0.36,0.32,0.47,0.43,0.26,0.4,0.4,0.35,0.29,0.55,0.87,0.031,0.251,0.896,0.244,0.469,0.219,0.486,0.711,0.179,24970,13110,20093,60848,21285,13982,44078,31541,35580,21893,8,6,5,6,7,7,6,7,7,4,3,3,3,3,2,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,7,4,5,3,2,6,3,3,3,3,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,7,6,5,4,5,7,7,6,6,5,2,2,3,1,1,1,1,2,2,3,6,6,7,7,6,5,4,7,3,7,2,2,1,2,1,2,2,2,1,1,3,3,3,5,6,6,4,3,3,5,1,1,58,19,27,5,2,F,37,English,Chrome,Windows
64,1,0,1,2,3,4,5,6,7,8,9,10,23,13,38,26,33,24,30,5,17,18,20,30,20,15,45,20,40,10,25,25,60,50,50,50,60,60,65,35,60,60,90,95,90,75,90,90,100,75,100,100,0.34,0.31,0.3,0.24,0.5,0.33,0.37,0.515,0.42,0.43,0.22,0.25,0.18,0.4,0.3,0.2,0.32,0.3,0.38,0.35,0.44,0.44,0.52,0.36,0.2,0.47,0.31,0.185,0.2,0.22,60,30,50,50,90,90,100,35,60,100,0.22,0.31,0.18,0.4,0.2,0.47,0.31,0.3,0.38,0.22,0.659,0.306,0.595,0.442,0.485,0.253,0.85,0.508,0.477,0.746,27886,19284,22372,23554,21531,36709,15469,19756,23354,19582,7,4,6,7,9,9,9,5,5,9,2,5,3,2,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,8,9,9,3,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,5,6,9,9,9,3,4,9,2,6,3,2,1,1,1,6,7,1,6,3,5,7,4,6,4,6,5,3,3,3,2,3,3,1,0,3,3,3,1,4,4,5,7,7,3,3,6,7,3,3,53,11,24,5,6,M,36,english,Chrome,Mac
65,1,1,1,2,3,4,5,6,7,8,9,10,24,17,13,20,36,29,14,3,50,18,20,25,30,25,30,40,30,0,50,25,60,60,50,45,50,65,50,30,75,60,90,100,95,80,90,100,95,60,90,100,0.33,0.42,0.31,0.26,0.39,0.38,0.33,0.41,0.32,0.43,0.2,0.38,0.25,0.32,0.25,0.34,0.29,0.37,0.5,0.35,0.47,0.2,0.44,0.42,0.36,0.28,0.38,0.22,0.18,0.22,90,60,30,45,90,65,50,60,75,100,0.47,0.38,0.31,0.32,0.36,0.34,0.29,0.22,0.5,0.22,0.513,0.295,0.077,0.839,0.521,0.766,0.451,0.254,0.715,0.37,21603,31427,26656,23668,23518,23589,22162,18066,23317,18690,9,8,7,8,9,7,7,9,8,9,1,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,9,8,6,7,9,7,6,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,7,8,9,7,7,9,8,9,1,2,4,3,1,3,3,1,2,1,6,2,5,6,4,6,6,6,2,6,2,2,0,2,0,2,2,1,0,0,2,2,5,2,5,6,4,3,4,4,0,0,57,24,19,5,0,M,55,English,Chrome,Windows
66,1,1,1,2,3,4,5,6,7,8,9,10,19,23,44,12,31,35,17,36,33,50,25,20,10,20,45,30,25,30,45,50,45,60,50,45,60,50,60,50,60,75,80,90,75,70,90,90,100,90,90,90,0.31,0.34,0.58,0.4,0.54,0.41,0.42,0.39,0.5,0.32,0.32,0.22,0.24,0.34,0.3,0.24,0.38,0.25,0.3,0.5,0.37,0.44,0.18,0.26,0.16,0.35,0.2,0.36,0.2,0.18,25,60,50,70,45,50,60,90,90,75,0.31,0.22,0.24,0.26,0.54,0.24,0.38,0.36,0.2,0.5,0.889,0.95,0.655,0.583,0.699,0.121,0.849,0.505,0.519,0.715,17545,12391,11500,12628,12299,11517,12224,11952,10542,10896,5,6,7,9,5,6,3,8,9,6,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,9,1,3,1,7,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,8,3,2,2,8,8,9,3,4,1,1,2,4,6,1,1,1,7,5,4,5,4,3,5,8,2,9,3,3,1,3,1,2,2,3,1,1,3,5,7,3,5,4,3,5,2,4,1,0,64,21,22,1,1,M,21,English,Firefox,Windows
67,1,0,1,2,3,4,5,6,7,8,9,10,49,25,26,36,8,32,46,50,16,22,50,15,15,30,15,45,55,50,25,20,75,50,50,50,70,60,70,75,60,60,90,75,75,90,80,90,85,90,100,90,0.3,0.21,0.24,0.39,0.49,0.52,0.26,0.32,0.45,0.32,0.52,0.36,0.4,0.25,0.27,0.29,0.53,0.5,0.37,0.16,0.18,0.43,0.36,0.36,0.24,0.19,0.21,0.18,0.18,0.52,50,15,50,90,70,60,55,75,25,20,0.3,0.21,0.4,0.36,0.27,0.29,0.26,0.5,0.45,0.32,0.125,0.039,0.578,0.598,0.17,0.559,0.628,0.443,0.645,0.71,38256,21848,20347,21066,16573,22058,14356,17766,15463,18846,5,2,7,9,9,7,8,8,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,8,6,7,8,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,7,9,8,8,8,8,3,3,1,4,1,1,1,1,1,1,1,1,8,2,1,6,8,2,1,7,1,8,3,3,0,3,0,3,3,0,0,0,4,7,1,5,6,7,1,7,4,6,0,0,80,30,33,1,0,M,66,English,Chrome,Windows
68,1,1,1,2,3,4,5,6,7,8,9,10,14,17,6,3,32,5,37,4,28,20,30,25,10,0,45,10,20,10,40,25,50,60,35,30,60,35,50,35,65,45,95,100,75,60,90,75,90,75,100,80,0.33,0.42,0.5,0.41,0.52,0.515,0.28,0.5,0.36,0.26,0.29,0.38,0.32,0.37,0.29,0.3,0.19,0.31,0.4,0.32,0.38,0.2,0.18,0.22,0.19,0.185,0.53,0.19,0.24,0.42,50,60,75,60,60,35,20,10,40,45,0.29,0.38,0.18,0.22,0.29,0.3,0.28,0.5,0.36,0.32,0.026,0.715,0.502,0.543,0.21,0.448,0.897,0.057,0.02,0.233,30777,27788,23452,23493,23706,23823,35546,32862,25378,28640,6,7,9,8,8,5,1,2,4,5,3,2,1,1,1,3,9,6,8,2,1,1,1,1,1,1,5,1,1,1,4,4,9,6,3,2,5,1,3,2,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,2,9,1,3,6,2,1,1,1,3,4,9,7,8,4,7,3,5,6,3,5,5,4,5,7,2,1,1,2,2,2,0,2,3,2,2,1,6,3,6,4,5,3,5,2,1,1,54,12,15,1,2,M,26,English,Chrome,Linux
69,1,0,1,2,3,4,5,6,7,8,9,10,31,43,21,39,30,29,25,33,5,20,45,10,25,20,40,40,15,45,10,25,60,50,45,50,65,65,50,60,35,45,90,75,80,90,100,100,75,90,75,80,0.54,0.55,0.3,0.32,0.37,0.38,0.21,0.5,0.515,0.26,0.3,0.28,0.3,0.18,0.32,0.34,0.36,0.3,0.3,0.32,0.16,0.17,0.4,0.5,0.31,0.28,0.43,0.2,0.185,0.42,45,10,80,90,100,65,15,90,35,45,0.54,0.55,0.4,0.5,0.31,0.34,0.21,0.2,0.3,0.32,0.721,0.64,0.156,0.08,0.164,0.502,0.995,0.044,0.786,0.39,30423,23141,17547,15028,15176,16808,16666,14671,14067,17065,7,4,9,9,9,7,5,9,7,7,2,6,1,1,1,2,2,1,1,2,2,6,1,1,1,2,3,1,1,3,6,2,7,7,8,6,5,8,8,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,9,9,9,7,6,9,9,7,6,7,1,1,1,1,3,1,1,2,8,2,4,6,9,1,5,7,2,9,2,2,1,2,0,2,1,1,0,0,5,5,6,6,6,6,6,6,6,6,0,0,75,22,23,1,0,F,25,english,Chrome,Windows
70,1,1,1,2,3,4,5,6,7,8,9,10,10,48,28,9,47,35,14,43,45,21,20,55,40,15,55,30,30,10,10,25,45,70,65,70,70,50,50,50,50,45,70,85,100,80,85,90,95,75,75,80,0.43,0.25,0.36,0.45,0.28,0.41,0.33,0.55,0.6,0.3,0.39,0.52,0.4,0.29,0.51,0.24,0.29,0.28,0.24,0.3,0.18,0.23,0.24,0.26,0.21,0.35,0.38,0.17,0.16,0.4,20,85,40,80,70,50,50,10,75,80,0.43,0.23,0.36,0.26,0.51,0.24,0.29,0.55,0.16,0.4,0.667,0.448,0.261,0.817,0.68,0.735,0.567,0.582,0.264,0.322,17374,17322,14239,15940,15724,24333,15301,26390,14698,12006,7,9,7,9,8,7,7,4,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,7,6,4,4,3,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,7,9,9,7,7,4,9,9,3,1,2,1,1,2,3,2,1,1,8,2,5,8,7,2,2,7,5,7,3,3,0,3,0,3,2,0,0,0,5,5,2,6,6,5,2,4,2,6,0,0,71,29,35,3,0,F,36,English,Mozilla,Windows
